Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
Watch Dogs,PS4,2014,Action,Ubisoft,4.05,80,6.3,Ubisoft Montreal,M
Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,4.05,,,,
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,4.05,85,8.5,Namco,T
Far Cry 4,PS4,2014,Shooter,Ubisoft,4.04,85,7.7,Ubisoft Montreal,M
Star Fox 64,N64,1997,Shooter,Nintendo,4.03,,,,
Golf,NES,1984,Sports,Nintendo,4.01,,,,
Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,3.98,61,,Digital Eclipse,E10+
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,3.97,89,8.6,Valve Software,M
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,3.97,92,9.2,CD Projekt Red Studio,M
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,3.96,70,4.9,"Ubisoft, Ubisoft Montreal",M
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,3.95,87,7.6,Rocksteady Studios,M
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,3.95,93,8,Nintendo,E10+
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,3.94,90,8,Bethesda Game Studios,M
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,3.94,84,8.8,Level 5,E10+
Donkey Kong Land,GB,1994,Platform,Nintendo,3.91,,,,
EA Sports Active,Wii,2009,Sports,Electronic Arts,3.9,81,8.7,EA Canada,E
Tony Hawk's Underground,PS2,2003,Sports,Activision,3.9,90,8.7,Neversoft Entertainment,T
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,3.89,86,8.7,Capcom,T
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,3.88,94,8.1,Bethesda Game Studios,M
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,3.88,87,6.7,Visual Concepts,E10+
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,3.87,88,8.6,Namco,T
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,3.87,,,,
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,3.87,84,7.4,Evolution Studios,T
Nintendogs + cats,3DS,2011,Simulation,Nintendo,3.85,,,,
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,3.85,91,9.1,KCET,E
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,3.84,76,7.9,"SCEA, Zindagi Games",E10+
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,3.84,,,,
The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,3.83,,,,
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,3.83,78,3.7,Infinity Ward,M
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,3.83,59,4,"Nintendo, Namco Bandai Games",E
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,3.8,80,7,Massive Entertainment,M
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,3.79,68,6.9,Nintendo,E
Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,3.77,,,,
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,3.77,,,,
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,3.76,77,7.5,Traveller's Tales,E10+
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,3.76,79,8,Maxis,T
Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,3.74,,,,
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,3.73,64,7.5,Argonaut Games,E
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,3.72,,,,
Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,3.72,,,,
Super Paper Mario,Wii,2007,Platform,Nintendo,3.71,85,7.9,Intelligent Systems,E
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,3.71,91,8.8,Insomniac Games,E
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,3.71,88,8.1,Ubisoft,M
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,3.7,81,7.6,EA Canada,E
Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,3.7,,,,
Friend Collection,DS,2009,Misc,Nintendo,3.67,,,,
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,3.67,94,8.5,Neversoft Entertainment,T
Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,3.66,,,,
MySims,DS,2007,Simulation,Electronic Arts,3.66,67,7.3,TOSE,E
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,3.65,74,8.4,Rockstar Leeds,E10+
Banjo-Kazooie,N64,1998,Platform,Nintendo,3.65,,,,
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,3.65,82,7.9,Zipper Interactive,M
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,3.64,90,8.7,Naughty Dog,E
Pokemon Snap,N64,1999,Simulation,Nintendo,3.63,,,,
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,3.63,82,7.9,Konami,E
Resident Evil 4,PS2,2005,Action,Capcom,3.62,96,8.9,Capcom,M
Guitar Hero: World Tour,Wii,2008,Misc,Activision,3.62,86,7.6,Vicarious Visions,T
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,3.62,91,7.6,EA Sports,E
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,3.61,82,8.7,Pandemic Studios,T
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,3.61,,,,
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,3.61,64,7.7,Fox Interactive,T
Luigi's Mansion,GC,2001,Action,Nintendo,3.6,78,8.5,Nintendo,E
Battlefield 4,PS4,2013,Shooter,Electronic Arts,3.59,85,6.9,EA DICE,M
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,3.59,84,9,Pandemic Studios,T
Just Dance 2014,Wii,2013,Misc,Ubisoft,3.59,,6.2,Ubisoft,E10+
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,3.58,70,8,Office Create,E
WWF SmackDown!,PS,2000,Fighting,THQ,3.58,,,,
Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,3.56,,,,
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,3.54,78,7.8,Rockstar Leeds,M
The Getaway,PS2,2002,Action,Sony Computer Entertainment,3.54,72,6.8,Team Soho,M
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,3.54,,,,
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,3.53,72,7.9,EA Redwood Shores,T
LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,3.53,,,,
Rugrats in Paris: The Movie,PS,2000,Action,THQ,3.52,,,,
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,3.52,88,7.5,EA Sports,E
Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,3.52,,,,
Left 4 Dead,X360,2008,Shooter,Electronic Arts,3.51,89,7.9,Certain Affinity,M
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,3.51,,,,
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,3.5,72,4.1,"Ubisoft, Ubisoft Montreal",M
Kung Fu,NES,1985,Action,Nintendo,3.5,,,,
Resident Evil 5,X360,2009,Action,Capcom,3.5,83,7.5,Capcom,M
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,3.49,89,8.3,Ubisoft Montreal,M
FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,3.49,84,6.4,EA Canada,E
Battlefield 4,PS3,2013,Shooter,Electronic Arts,3.49,80,5.8,EA DICE,M
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,3.48,92,8.7,Rocksteady Studios,T
Battlefield 4,X360,2013,Shooter,Electronic Arts,3.48,79,5.6,EA DICE,M
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,3.47,88,8.6,EA DICE,M
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,3.46,,,,
Guitar Hero: On Tour,DS,2008,Misc,Activision,3.46,71,8.8,Vicarious Visions,E10+
Clubhouse Games,DS,2006,Misc,Nintendo,3.45,83,8.4,Agenda,E
Monster Hunter 4,3DS,2013,Role-Playing,Capcom,3.44,,,,
Borderlands,X360,2009,Shooter,Take-Two Interactive,3.44,84,8.2,Gearbox Software,M
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,3.44,79,8.3,Namco,T
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,3.42,,,,
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,3.42,70,8,DMA Design,T
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,3.41,93,8.2,"Kojima Productions, Moby Dick Studio",M
Spider-Man 2,PS2,2004,Action,Activision,3.41,80,8.9,Treyarch,T
F-1 Race,GB,1990,Racing,Nintendo,3.41,,,,
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,3.4,88,6.7,EA Canada,E
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,3.39,91,8.4,Media Molecule,E
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,3.39,68,8.2,Eurocom Entertainment Software,E
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,3.39,76,6.8,Ubisoft Quebec,M
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,3.38,76,7.9,Traveller's Tales,E10+
Destiny,XOne,2014,Shooter,Activision,3.37,75,5.5,"Bungie Software, Bungie",T
WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,3.36,,,,
The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,3.36,,,,
Far Cry 3,PS3,2012,Shooter,Ubisoft,3.35,90,8.5,Ubisoft Montreal,M
Rugrats: Search For Reptar,PS,1998,Adventure,THQ,3.34,,,,
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,3.33,,,,
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,3.33,77,8.5,Eurocom Entertainment Software,T
Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,3.33,,,,
Monster Hunter X,3DS,2015,Action,Capcom,3.32,,,,
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,3.32,60,7.2,Double Helix Games,T
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,3.31,87,7.8,Nintendo,E10+
Max Payne,PS2,2001,Shooter,Take-Two Interactive,3.31,80,8.5,Rockstar Toronto,M
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,3.3,86,7.9,Ubisoft,M
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,3.28,85,8.7,EA Games,T
Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,3.28,,,,
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,3.28,82,7.5,"Splash Damage, The Coalition",M
True Crime: Streets of LA,PS2,2003,Action,Activision,3.27,77,8,"Luxoflux, Inc.",M
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,3.26,86,9.2,Level 5,E10+
Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,3.25,,,,
FIFA 16,XOne,2015,Sports,Electronic Arts,3.25,84,4.4,EA Sports,E
Wii Music,Wii,2008,Misc,Nintendo,3.25,63,4.6,Nintendo,E
Tekken,PS,1995,Fighting,Sony Computer Entertainment,3.24,,,,
Madden NFL 16,PS4,2015,Sports,Electronic Arts,3.24,83,5.9,EA Sports,E
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,3.23,81,7.7,Polyphony Digital,E
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,3.23,85,7.2,343 Industries,M
007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,3.21,,,,
Super Mario Maker,WiiU,2015,Platform,Nintendo,3.21,88,8.7,Nintendo,E
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,3.2,,,,
Baseball,NES,1983,Sports,Nintendo,3.2,,,,
Killer Instinct,SNES,1995,Fighting,Nintendo,3.2,,,,
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,3.19,,,,
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,3.18,91,8.6,Ready at Dawn,M
Enter the Matrix,PS2,2003,Action,Atari,3.18,62,8.1,Shiny Entertainment,T
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,3.18,83,8,Square Enix,T
Dance Central,X360,2010,Misc,MTV Games,3.17,82,7.6,Harmonix Music Systems,T
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,3.17,89,7.7,Team Bondi,M
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,3.17,89,9.1,Namco,E
Animal Crossing,GC,2001,Simulation,Nintendo,3.15,87,8.9,Nintendo,E
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,3.14,83,6.5,EA Canada,E
Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,3.14,,8,1st Playable Productions,E
Spider-Man,PS,2000,Action,Activision,3.13,87,9,Neversoft Entertainment,E
Mario Party 9,Wii,2012,Misc,Nintendo,3.13,73,6.8,Nd Cube,E
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,3.12,88,,EA Canada,E
Star Wars Episode I Racer,N64,1999,Racing,Nintendo,3.12,,,,
Sonic Rush,DS,2005,Platform,Sega,3.12,82,8.5,"Dimps Corporation, Sonic Team",E
Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,3.12,,,,
Rhythm Heaven,DS,2008,Misc,Nintendo,3.11,83,9,Nintendo,E
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,3.11,82,7.8,Obsidian Entertainment,M
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,3.11,81,7.8,Indies Zero,E
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,3.1,93,8,4J Studios,M
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,3.1,91,8.9,Nintendo,E
Resident Evil 6,PS3,2012,Shooter,Capcom,3.1,74,5.4,Capcom,M
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,3.1,96,8.9,BioWare,M
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,3.09,67,7.9,Dimps Corporation,T
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,3.08,94,7.9,EA Sports,E
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,3.08,,,,
Donkey Kong,GB,1994,Platform,Nintendo,3.07,,,,
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,3.07,75,7.8,Maxis,T
LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,3.06,74,7.9,Traveller's Tales,E10+
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,3.05,66,6.9,Nintendo,E
The Sims 4,PC,2014,Simulation,Electronic Arts,3.05,70,3.9,Maxis,T
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,3.05,89,8.2,Gearbox Software,M
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,3.05,72,8,TT Fusion,E10+
Kung Fu Panda,X360,2008,Action,Activision,3.04,75,7.4,"Luxoflux, Inc.",E10+
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,3.04,93,5.8,BioWare,M
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,3.03,87,7.7,Quantic Dream,M
Rayman,PS,1995,Platform,Ubisoft,3.03,,,,
Saints Row 2,X360,2008,Action,THQ,3.03,81,8.1,Volition Inc.,M
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,3.02,93,8.5,Ubisoft Montreal,T
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,3.02,,,,
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,3.02,,,,
FIFA 14,PS4,2013,Sports,Electronic Arts,3.01,87,6.3,EA Canada,E
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,3.01,91,8.1,Guerrilla,M
Far Cry 3,X360,2012,Shooter,Ubisoft,3,91,8.6,Ubisoft Montreal,M
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,3,73,7,Junction Point,E
NBA 2K13,X360,2012,Sports,Take-Two Interactive,3,88,7.2,Visual Concepts,E
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,3,73,9.2,"Spike, Namco Bandai Games",T
wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A,3,,,,
Star Fox,SNES,1993,Shooter,Nintendo,2.99,,,,
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,2.99,82,6.6,Maxis,T
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,2.99,93,9.1,KCET,E
Devil May Cry,PS2,2001,Action,Capcom,2.99,94,8.5,Capcom,M
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,2.96,85,5.9,"LucasArts, BioWare",T
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,2.96,84,8.1,Monolith Productions,M
Sonic Heroes,PS2,2003,Platform,Sega,2.96,64,7.8,Sonic Team,E
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,2.96,85,7.8,Io Interactive,M
Titanfall,XOne,2014,Shooter,Electronic Arts,2.95,86,6.4,Respawn Entertainment,M
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,2.95,88,8.5,EA DICE,M
Wave Race 64,N64,1996,Racing,Nintendo,2.94,,,,
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.94,87,9,Zipper Interactive,M
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,2.94,,,,
Pac-Man Collection,GBA,2001,Puzzle,Atari,2.94,79,7.8,Mass Media,E
Street Fighter IV,X360,2009,Fighting,Capcom,2.94,93,7.3,Capcom,T
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,2.93,85,8.3,Sucker Punch,T
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,2.92,76,8.8,HAL Labs,E
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,2.92,78,4.3,Infinity Ward,M
FIFA 15,X360,2014,Sports,Electronic Arts,2.92,,4.2,EA Sports,E
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,2.91,,,,
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,2.91,91,8.7,BioWare,M
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,2.9,73,8.6,Sonic Team,E
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,2.9,93,9,KCET,E
Sega Superstars Tennis,X360,2008,Sports,Sega,2.89,67,6.8,Sumo Digital,E10+
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,2.89,85,8.9,Clap Hanz,E
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,2.89,61,5.3,OfficeCreate,E
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,2.89,76,7.7,Spark Unlimited,T
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,2.89,83,7.4,Intelligent Systems,E10+
Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.88,,,,
Imagine: Babyz,DS,2007,Simulation,Ubisoft,2.87,,7.7,Ubisoft,E
Colin McRae Rally,PS,1998,Racing,Codemasters,2.87,,,,
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.86,81,5.8,EA Tiburon,E
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.86,87,8.7,Bethesda Softworks,T
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,2.85,83,7.8,Ubisoft,M
Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,2.85,,,,
F-Zero,SNES,1990,Racing,Nintendo,2.85,,,,
Yoshi's Story,N64,1997,Platform,Nintendo,2.85,,,,
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,2.84,84,8.4,NetherRealm Studios,M
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.83,85,6.1,EA Tiburon,E
WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,2.83,,,,
BioShock,X360,2007,Shooter,Take-Two Interactive,2.83,96,8.9,"Irrational Games, 2K Marin",M
Metroid Prime,GC,2002,Shooter,Nintendo,2.82,97,9.3,Retro Studios,T
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,2.82,90,8.2,Ubisoft Montreal,M
Finding Nemo,GBA,2003,Action,THQ,2.82,,7,Vicarious Visions,E
Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,2.81,,,"Majesco Games, Majesco",T
Myst,PC,1994,Adventure,Red Orb,2.81,,,,
Medal of Honor,PS3,2010,Shooter,Electronic Arts,2.81,75,7.5,"EA DICE, Danger Close",M
Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,2.81,,,,
Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,2.8,,7.6,Virtual Toys,E
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,2.8,,,,
Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,2.79,,,,
A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,2.79,,,,
WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,2.79,,,,
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,2.79,80,7.9,Sucker Punch,T
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,2.79,,,,
Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,2.79,,,,
Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,2.79,,,,
NBA Street,PS2,2001,Sports,Electronic Arts,2.79,89,8.6,NuFX,E
Jak II,PS2,2003,Platform,Sony Computer Entertainment,2.78,87,8.2,Naughty Dog,T
Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,2.78,,,,
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,2.78,89,7.2,Criterion Games,E10+
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,2.78,81,5.6,Toys for Bob,E10+
Battlefield 3,PC,2011,Shooter,Electronic Arts,2.78,89,7.5,EA DICE,M
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,2.78,83,7.7,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M
The Sims,PS2,2003,Simulation,Electronic Arts,2.77,83,7.7,Edge of Reality,T
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,2.77,84,7.9,Guerrilla,M
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,2.77,73,6.7,LucasArts,T
Minecraft,XOne,2014,Misc,Microsoft Game Studios,2.76,,,,
Yoshi's Island DS,DS,2006,Platform,Nintendo,2.76,81,7.4,Artoon,E
Saints Row: The Third,X360,2011,Action,THQ,2.76,84,7.6,Volition Inc.,M
Missile Command,2600,1980,Shooter,Atari,2.76,,,,
Mario Paint,SNES,1992,Misc,Nintendo,2.75,,,,
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,2.75,79,7.4,Namco Bandai Games,T
Pokémon Stadium 2,N64,2000,Strategy,Nintendo,2.73,,,,
Metroid,NES,1986,Action,Nintendo,2.73,,,,
Sonic and the Secret Rings,Wii,2007,Platform,Sega,2.73,69,6.6,Sonic Team,E
FIFA 16,PS3,2015,Sports,Electronic Arts,2.71,,3.2,EA Sports,E
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,2.7,95,9.1,Capcom,E
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,2.7,86,8.2,Capcom,M
Mario Party,N64,1998,Misc,Nintendo,2.7,,,,
L.A. Noire,X360,2011,Adventure,Take-Two Interactive,2.7,89,7.8,Team Bondi,M
Call of Duty 3,X360,2006,Shooter,Activision,2.7,82,6.5,Treyarch,T
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.69,78,5.9,EA Tiburon,E
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,2.69,84,9,Traveller's Tales,E10+
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,2.69,73,6.8,Guerrilla,M
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.69,84,5.7,EA Tiburon,E
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,2.68,93,9.1,Criterion Games,T
Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,2.68,,,,
Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,2.67,,,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,2.67,79,7.7,Nintendo,E
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,2.67,83,8.7,Level 5,E10+
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,2.67,77,8.2,Treyarch,T
Medal of Honor,PS,1998,Shooter,Electronic Arts,2.67,92,8.6,Dreamworks Interactive,T
Fable,XB,2004,Role-Playing,Microsoft Game Studios,2.66,85,8.5,Big Blue Box,M
Guitar Hero: World Tour,X360,2008,Misc,Activision,2.66,85,6.3,Neversoft Entertainment,T
FIFA 17,XOne,2016,Sports,Electronic Arts,2.65,84,5.5,"EA Sports, EA Vancouver",E
Hannah Montana,DS,2006,Action,Disney Interactive Studios,2.65,,6.7,DC Studios,E
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,2.65,89,7.7,Ubisoft Shanghai,T
Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,2.65,,,,
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,2.65,84,6.9,Slightly Mad Studios,E
Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2.65,,,,
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,2.65,71,7.9,Team Fusion,T
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,2.63,79,6.6,Square Enix,T
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2.63,78,7.8,Angel Studios,T
Skate 3,X360,2010,Sports,Electronic Arts,2.63,80,8,EA Black Box,T
ESPN NFL 2K5,PS2,2004,Sports,Sega,2.62,90,8.2,Visual Concepts,E
